coverage_target,runs_used,mean_savings_pct,median_savings_pct,p10_savings_pct,p90_savings_pct,avg_tests_selected
80,1192,99.26687109704204,99.82252413856233,99.04329365421567,99.93777157168407,8.03523489932886
90,1192,98.51081755682644,99.71349090565585,96.87755315081796,99.93621908207398,15.822986577181208
95,1186,97.53118798312975,99.64790776362302,95.39319704991344,99.93490890385453,23.827993254637438
100,1174,94.34195605606858,99.35690079722886,88.41131723356362,99.93490890385453,48.28620102214651
