idx,test_num,input_path,rc,wall_s,lines_total,lines_covered,line_rate,funcs_total,funcs_covered,func_rate
5,1,examples/coreshell/in.coreshell,0,43,0,0,0.0,0,0,0.0
5,2,examples/coreshell/in.coreshell.dsf,0,44,0,0,0.0,0,0,0.0
5,3,examples/coreshell/in.coreshell.thermostats,0,45,0,0,0.0,0,0,0.0
5,4,examples/coreshell/in.coreshell.wolf,0,45,0,0,0.0,0,0,0.0
5,5,examples/crack/in.crack,0,27,0,0,0.0,0,0,0.0
5,6,examples/deposit/in.deposit.atom,0,24,0,0,0.0,0,0,0.0
5,7,examples/deposit/in.deposit.molecule,0,26,0,0,0.0,0,0,0.0
5,8,examples/deposit/in.deposit.molecule.rigid-nve-small,0,28,0,0,0.0,0,0,0.0
5,9,examples/deposit/in.deposit.molecule.rigid-nvt-small,0,27,0,0,0.0,0,0,0.0
5,10,examples/deposit/in.deposit.molecule.rigid-small,0,27,0,0,0.0,0,0,0.0
5,11,examples/deposit/in.deposit.molecule.shake,0,26,0,0,0.0,0,0,0.0
5,12,examples/dipole/in.dipole,0,16,0,0,0.0,0,0,0.0
5,13,examples/dreiding/in.dreiding,0,15,0,0,0.0,0,0,0.0
5,14,examples/eim/in.eim,0,22,0,0,0.0,0,0,0.0
5,15,examples/ellipse/in.ellipse.gayberne,0,19,0,0,0.0,0,0,0.0
5,16,examples/ellipse/in.ellipse.resquared,0,23,0,0,0.0,0,0,0.0
5,17,examples/fire/in.abcfire,0,15,0,0,0.0,0,0,0.0
5,18,examples/fire/in.abcfire_mod,0,18,0,0,0.0,0,0,0.0
5,19,examples/fire/in.cg,0,16,0,0,0.0,0,0,0.0
5,20,examples/fire/in.fire,0,16,0,0,0.0,0,0,0.0
5,21,examples/fire/in.fire_mod,0,15,0,0,0.0,0,0,0.0
5,22,examples/flow/in.flow.couette,0,15,0,0,0.0,0,0,0.0
5,23,examples/flow/in.flow.pois,0,15,0,0,0.0,0,0,0.0
5,24,examples/friction/in.friction,0,26,0,0,0.0,0,0,0.0
5,25,examples/gjf/in.gjf.vfull,0,45,0,0,0.0,0,0,0.0
5,26,examples/gjf/in.gjf.vhalf,0,44,0,0,0.0,0,0,0.0
5,27,examples/granregion/in.granregion.box,0,18,0,0,0.0,0,0,0.0
5,28,examples/granular/in.pour.drum,0,44,0,0,0.0,0,0,0.0
5,29,examples/granular/in.pour.flatwall,0,38,0,0,0.0,0,0,0.0
5,30,examples/granular/in.restitution,0,17,0,0,0.0,0,0,0.0
5,31,examples/grid/in.grid.2d,0,15,0,0,0.0,0,0,0.0
5,32,examples/grid/in.grid.3d,0,17,0,0,0.0,0,0,0.0
5,33,examples/hugoniostat/in.hugoniostat,0,45,0,0,0.0,0,0,0.0
5,34,examples/hyper/in.hyper.local,0,44,0,0,0.0,0,0,0.0
5,35,examples/indent/in.indent,0,29,0,0,0.0,0,0,0.0
5,36,examples/indent/in.indent.min,0,15,0,0,0.0,0,0,0.0
5,37,examples/kim/in.lammps.melt,0,20,0,0,0.0,0,0,0.0
5,38,examples/mc/in.gcmc.co2,0,44,0,0,0.0,0,0,0.0
5,39,examples/mc/in.gcmc.lj,0,44,0,0,0.0,0,0,0.0
5,40,examples/mc/in.widom.lj,0,45,0,0,0.0,0,0,0.0
5,41,examples/mdi/in.aimd.alone,0,15,0,0,0.0,0,0,0.0
5,42,examples/mdi/in.series.alone,0,14,0,0,0.0,0,0,0.0
5,43,examples/mdi/in.snapshot.alone,0,15,0,0,0.0,0,0,0.0
5,44,examples/meam/in.meam,0,14,0,0,0.0,0,0,0.0
5,45,examples/meam/msmeam/in.msmeam,0,15,0,0,0.0,0,0,0.0
5,46,examples/melt/in.melt,0,16,0,0,0.0,0,0,0.0
5,47,examples/mesh/in.mesh_box,0,40,0,0,0.0,0,0,0.0
5,48,examples/micelle/in.micelle,0,15,0,0,0.0,0,0,0.0
5,49,examples/micelle/in.micelle-rigid,0,15,0,0,0.0,0,0,0.0
5,50,examples/min/in.min,0,16,0,0,0.0,0,0,0.0
5,51,examples/min/in.min.box,0,25,0,0,0.0,0,0,0.0
5,52,examples/mliap/in.mliap.ace.compute,0,15,0,0,0.0,0,0,0.0
5,53,examples/mliap/in.mliap.nn.Cu,0,40,0,0,0.0,0,0,0.0
5,54,examples/mliap/in.mliap.nn.Ta06A,0,22,0,0,0.0,0,0,0.0
5,55,examples/mliap/in.mliap.snap.Ta06A,0,20,0,0,0.0,0,0,0.0
5,56,examples/mliap/in.mliap.snap.WBe.PRB2019,0,32,0,0,0.0,0,0,0.0
5,57,examples/mliap/in.mliap.snap.chem,0,45,0,0,0.0,0,0,0.0
5,58,examples/mliap/in.mliap.snap.quadratic,0,23,0,0,0.0,0,0,0.0
5,59,examples/mliap/in.mliap.so3.Ni_Mo,0,14,0,0,0.0,0,0,0.0
5,60,examples/mliap/in.mliap.so3.nn.Si,0,31,0,0,0.0,0,0,0.0
5,61,examples/msst/in.msst,0,30,0,0,0.0,0,0,0.0
5,62,examples/multi/in.granular,0,19,0,0,0.0,0,0,0.0
5,63,examples/multi/in.powerlaw,0,24,0,0,0.0,0,0,0.0
