idx,test_num,input_path,rc,wall_s,lines_total,lines_covered,line_rate,funcs_total,funcs_covered,func_rate
2,1,examples/PACKAGES/entropy/in.entropy,0,42,0,0,0.0,0,0,0.0
2,2,examples/PACKAGES/extep/in.extep-bn,0,15,0,0,0.0,0,0,0.0
2,3,examples/PACKAGES/filter_corotate/in.bpti,0,44,0,0,0.0,0,0,0.0
2,4,examples/PACKAGES/flow_gauss/in.GD,0,22,0,0,0.0,0,0,0.0
2,5,examples/PACKAGES/gauss_diel/in.gauss-diel,0,44,0,0,0.0,0,0,0.0
2,6,examples/PACKAGES/gauss_diel/in.gauss-diel-cg,0,24,0,0,0.0,0,0,0.0
2,7,examples/PACKAGES/gauss_diel/in.gauss-diel-split,0,24,0,0,0.0,0,0,0.0
2,8,examples/PACKAGES/gle/in.h2o-quantum,0,44,0,0,0.0,0,0,0.0
2,9,examples/PACKAGES/gle/in.h2o-smart,0,44,0,0,0.0,0,0,0.0
2,10,examples/PACKAGES/grem/lj-single/in.gREM-npt,0,15,0,0,0.0,0,0,0.0
2,11,examples/PACKAGES/grem/lj-single/in.gREM-nvt,0,15,0,0,0.0,0,0,0.0
2,12,examples/PACKAGES/interlayer/aip_water_2dm/in.gr_water,0,45,0,0,0.0,0,0,0.0
2,13,examples/PACKAGES/interlayer/aip_water_2dm/in.gr_water.opt,0,45,0,0,0.0,0,0,0.0
2,14,examples/PACKAGES/interlayer/drip/in.CH_drip,0,22,0,0,0.0,0,0,0.0
2,15,examples/PACKAGES/interlayer/drip/in.C_drip,0,21,0,0,0.0,0,0,0.0
2,16,examples/PACKAGES/interlayer/kolmogorov_crespi_z/in.atom-diffusion,0,15,0,0,0.0,0,0,0.0
2,17,examples/PACKAGES/interlayer/saip_metal/in.gold_gr,0,34,0,0,0.0,0,0,0.0
2,18,examples/PACKAGES/local_density/benzene_water/in.benzene_water,0,44,0,0,0.0,0,0,0.0
2,19,examples/PACKAGES/machdyn/aluminum_strip_pull/in.aluminum_strip_pull,0,44,0,0,0.0,0,0,0.0
2,20,examples/PACKAGES/machdyn/funnel_flow/in.funnel_flow,0,44,0,0,0.0,0,0,0.0
2,21,examples/PACKAGES/machdyn/rubber_rings_3d/in.rubber_rings_3d,0,44,0,0,0.0,0,0,0.0
2,22,examples/PACKAGES/machdyn/rubber_strip_pull/in.rubber_strip_pull,0,44,0,0,0.0,0,0,0.0
2,23,examples/PACKAGES/manybody_table/in.spce2,0,26,0,0,0.0,0,0,0.0
2,24,examples/PACKAGES/manybody_table/in.spce_sw,0,27,0,0,0.0,0,0,0.0
2,25,examples/PACKAGES/meam_spline/in.meam-spline.Si,0,18,0,0,0.0,0,0,0.0
2,26,examples/PACKAGES/meam_sw_spline/Si/in.bcc_relax,0,15,0,0,0.0,0,0,0.0
2,27,examples/PACKAGES/meam_sw_spline/Si/in.dc,0,14,0,0,0.0,0,0,0.0
2,28,examples/PACKAGES/meam_sw_spline/Si/in.dc_relax,0,19,0,0,0.0,0,0,0.0
2,29,examples/PACKAGES/meam_sw_spline/Si/in.energy_conservation.meam.sw,0,39,0,0,0.0,0,0,0.0
2,30,examples/PACKAGES/meam_sw_spline/Si/in.fcc_relax,0,15,0,0,0.0,0,0,0.0
2,31,examples/PACKAGES/meam_sw_spline/Si/in.hcp_relax,0,18,0,0,0.0,0,0,0.0
2,32,examples/PACKAGES/meam_sw_spline/Si/in.sc,0,15,0,0,0.0,0,0,0.0
2,33,examples/PACKAGES/meam_sw_spline/Si/in.sc_relax,0,15,0,0,0.0,0,0,0.0
2,34,examples/PACKAGES/meam_sw_spline/Si/in.single_atom,0,14,0,0,0.0,0,0,0.0
2,35,examples/PACKAGES/meam_sw_spline/Ti/in.alpha,0,14,0,0,0.0,0,0,0.0
2,36,examples/PACKAGES/meam_sw_spline/Ti/in.alpha_relaxation,0,17,0,0,0.0,0,0,0.0
2,37,examples/PACKAGES/meam_sw_spline/Ti/in.beta,0,15,0,0,0.0,0,0,0.0
2,38,examples/PACKAGES/meam_sw_spline/Ti/in.hexagonal,0,14,0,0,0.0,0,0,0.0
2,39,examples/PACKAGES/meam_sw_spline/Ti/in.omega,0,14,0,0,0.0,0,0,0.0
2,40,examples/PACKAGES/mofff/in.hkust1,0,15,0,0,0.0,0,0,0.0
2,41,examples/PACKAGES/mofff/in.hkust1_long,0,14,0,0,0.0,0,0,0.0
