idx,test_num,input_path,rc,wall_s,lines_total,lines_covered,line_rate,funcs_total,funcs_covered,func_rate
0,1,examples/ASPHERE/box/in.box,0,44,0,0,0.0,0,0,0.0
0,2,examples/ASPHERE/box/in.box.mp,0,44,0,0,0.0,0,0,0.0
0,3,examples/ASPHERE/dimer/in.dimer,0,44,0,0,0.0,0,0,0.0
0,4,examples/ASPHERE/dimer/in.dimer.mp,0,45,0,0,0.0,0,0,0.0
0,5,examples/ASPHERE/ellipsoid/in.ellipsoid,0,44,0,0,0.0,0,0,0.0
0,6,examples/ASPHERE/ellipsoid/in.ellipsoid.mp,0,44,0,0,0.0,0,0,0.0
0,7,examples/ASPHERE/flat_membrane/in.flat_membrane,0,33,0,0,0.0,0,0,0.0
0,8,examples/ASPHERE/poly/in.poly,0,45,0,0,0.0,0,0,0.0
0,9,examples/ASPHERE/poly/in.poly.mp,0,44,0,0,0.0,0,0,0.0
0,10,examples/ASPHERE/star/in.star,0,44,0,0,0.0,0,0,0.0
0,11,examples/ASPHERE/star/in.star.mp,0,44,0,0,0.0,0,0,0.0
0,12,examples/ASPHERE/vesicle/in.vesicle,0,41,0,0,0.0,0,0,0.0
0,13,examples/COUPLE/python/in.fix_external,0,15,0,0,0.0,0,0,0.0
0,14,examples/COUPLE/simple/in.lj,0,15,0,0,0.0,0,0,0.0
0,15,examples/ELASTIC_T/DEFORMATION/Silicon/in.elastic,0,29,0,0,0.0,0,0,0.0
0,16,examples/MC-LOOP/in.mc,0,16,0,0,0.0,0,0,0.0
0,17,examples/PACKAGES/agni/in.adatom,0,44,0,0,0.0,0,0,0.0
0,18,examples/PACKAGES/agni/in.vacancy,0,24,0,0,0.0,0,0,0.0
0,19,examples/PACKAGES/bocs/in.methanol,0,45,0,0,0.0,0,0,0.0
0,20,examples/PACKAGES/cauchy/in.cauchystat,0,18,0,0,0.0,0,0,0.0
0,21,examples/PACKAGES/cgdna/examples/lj_units/oxDNA2/duplex2/in.duplex2,0,44,0,0,0.0,0,0,0.0
0,22,examples/PACKAGES/cgdna/examples/lj_units/oxDNA2/duplex3/in.duplex3,0,44,0,0,0.0,0,0,0.0
0,23,examples/PACKAGES/cgdna/examples/lj_units/oxDNA2/potential_file/in.duplex1,0,44,0,0,0.0,0,0,0.0
0,24,examples/PACKAGES/cgspica/sds-monolayer/in.sds-hybrid,0,29,0,0,0.0,0,0,0.0
0,25,examples/PACKAGES/cgspica/sds-monolayer/in.sds-regular,0,31,0,0,0.0,0,0,0.0
0,26,examples/PACKAGES/charge_regulation/in.chreg-acid,0,20,0,0,0.0,0,0,0.0
0,27,examples/PACKAGES/charge_regulation/in.chreg-acid-real,0,20,0,0,0.0,0,0,0.0
0,28,examples/PACKAGES/charge_regulation/in.chreg-polymer,0,22,0,0,0.0,0,0,0.0
0,29,examples/PACKAGES/cnp/in.cnp,0,45,0,0,0.0,0,0,0.0
0,30,examples/PACKAGES/colvars/in.peptide-colvars,0,28,0,0,0.0,0,0,0.0
0,31,examples/PACKAGES/colvars/in.peptide-colvars2,0,19,0,0,0.0,0,0,0.0
0,32,examples/PACKAGES/colvars/in.peptide-spring,0,19,0,0,0.0,0,0,0.0
0,33,examples/PACKAGES/colvars/in.peptide-spring2,0,19,0,0,0.0,0,0,0.0
0,34,examples/PACKAGES/dielectric/in.confined,0,16,0,0,0.0,0,0,0.0
0,35,examples/PACKAGES/dielectric/in.nopbc,0,15,0,0,0.0,0,0,0.0
0,36,examples/PACKAGES/dpd-basic/dpd/in.dpd,0,16,0,0,0.0,0,0,0.0
0,37,examples/PACKAGES/dpd-basic/dpd_coul_slater_long/in.dpd_coul_slater_long,0,21,0,0,0.0,0,0,0.0
0,38,examples/PACKAGES/dpd-basic/dpd_tstat/in.dpd_tstat,0,37,0,0,0.0,0,0,0.0
0,39,examples/PACKAGES/dpd-basic/dpdext/in.dpdext,0,17,0,0,0.0,0,0,0.0
0,40,examples/PACKAGES/dpd-react/dpd-shardlow/in.dpd-shardlow,0,15,0,0,0.0,0,0,0.0
0,41,examples/PACKAGES/dpd-react/dpd-vv/in.dpd-vv,0,35,0,0,0.0,0,0,0.0
0,42,examples/PACKAGES/dpd-react/dpde-shardlow/in.dpde-shardlow,0,16,0,0,0.0,0,0,0.0
0,43,examples/PACKAGES/dpd-react/dpde-vv/in.dpde-vv,0,42,0,0,0.0,0,0,0.0
0,44,examples/PACKAGES/dpd-react/dpdh-shardlow/in.dpdh-shardlow,0,22,0,0,0.0,0,0,0.0
0,45,examples/PACKAGES/dpd-react/dpdp-shardlow/in.dpdp-shardlow,0,15,0,0,0.0,0,0,0.0
