run_id,pr_number,energy_j,change_cov,time_s,suite_size,energy_to_80cov_J,energy_to_90cov_J,energy_to_95cov_J,energy_to_100cov_J
18580048967,4734,1624.3909999999998,0.75,99.950119,15,,,,
18580048967,4734,1624.3909999999998,0.75,99.950119,15,,,,
18580048967,4734,1624.3909999999998,0.75,99.950119,15,,,,
18580048967,4734,1624.3909999999998,0.75,99.950119,15,,,,
18580048967,4734,1627.9259999999997,0.95,100.017821,15,240.769,354.962,354.962,
18580048967,4734,1627.9259999999997,0.95,100.017821,15,240.769,354.962,354.962,
18580048967,4734,1627.9259999999997,0.95,100.017821,15,240.769,354.962,354.962,
18580048967,4734,1000000001515.4409,1.0,1000000000093.3009,15,240.769,354.962,354.962,1000000000354.962
18580048967,4734,1000000001515.4409,1.0,1000000000093.3009,15,240.769,354.962,354.962,1000000000354.962
18580048967,4734,1000000001515.4409,1.0,1000000000093.3009,15,240.769,354.962,354.962,1000000000354.962
18580048967,4734,1000000001515.4409,1.0,1000000000093.3009,15,240.769,354.962,354.962,1000000000354.962
18580048967,4734,1000000001515.4409,1.0,1000000000093.3009,15,240.769,354.962,354.962,1000000000354.962
18580048967,4734,1000000001515.4409,1.0,1000000000093.3009,15,240.769,354.962,354.962,1000000000354.962
18580048967,4734,1000000001515.4409,1.0,1000000000093.3009,15,240.769,354.962,354.962,1000000000354.962
18580048967,4734,1000000001515.4409,1.0,1000000000093.3009,15,240.769,354.962,354.962,1000000000354.962
18580048967,4734,1000000001515.4409,1.0,1000000000093.3009,15,240.769,354.962,354.962,1000000000354.962
18580048967,4734,1000000001515.4409,1.0,1000000000093.3009,15,240.769,354.962,354.962,1000000000354.962
18580048967,4734,1000000001515.4409,1.0,1000000000093.3009,15,240.769,354.962,354.962,1000000000354.962
18580048967,4734,1000000001515.4409,1.0,1000000000093.3009,15,240.769,354.962,354.962,1000000000354.962
18580048967,4734,1000000001515.4409,1.0,1000000000093.3009,15,240.769,354.962,354.962,1000000000354.962
18580048967,4734,1000000001515.4409,1.0,1000000000093.3009,15,240.769,354.962,354.962,1000000000354.962
18580048967,4734,1000000001515.4409,1.0,1000000000093.3009,15,240.769,354.962,354.962,1000000000354.962
18580048967,4734,1000000001515.4409,1.0,1000000000093.3009,15,240.769,354.962,354.962,1000000000354.962
