coverage_pct,mean_savings_pct,median_savings_pct,p10_savings_pct,p90_savings_pct
80,99.26687109704204,99.82252413856233,99.04329365421569,99.93777157168407
90,98.51081755682644,99.71349090565585,96.87755315081796,99.93621908207398
95,97.53118798312975,99.64790776362302,95.39319704991344,99.93490890385453
