file,lines_total,lines_hit_any
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_spring_rg.cpp,83,81
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_spring_rg.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_temp_csld.cpp,168,123
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_temp_csld.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_temp_csvr.cpp,187,131
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_temp_csvr.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_ti_spring.cpp,161,0
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_ti_spring.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_tmd.cpp,313,0
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_tmd.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_ttm.cpp,389,0
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_ttm.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_ttm_grid.cpp,348,0
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_ttm_grid.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_ttm_mod.cpp,579,0
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_ttm_mod.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_viscosity.cpp,168,0
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_viscosity.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_viscous_sphere.cpp,104,0
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_viscous_sphere.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_wall_ees.cpp,111,0
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_wall_ees.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_wall_flow.cpp,162,0
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_wall_flow.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_wall_reflect_stochastic.cpp,141,0
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_wall_reflect_stochastic.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_wall_region_ees.cpp,201,0
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-FIX/fix_wall_region_ees.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/angle_cosine_delta.cpp,110,89
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/angle_cosine_delta.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/angle_cosine_periodic.cpp,180,155
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/angle_cosine_periodic.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/angle_cosine_shift.cpp,137,137
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/angle_cosine_shift.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/angle_cosine_shift_exp.cpp,168,165
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/angle_cosine_shift_exp.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/angle_cosine_squared_restricted.cpp,157,134
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/angle_cosine_squared_restricted.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/angle_fourier.cpp,172,153
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/angle_fourier.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/angle_fourier_simple.cpp,171,149
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/angle_fourier_simple.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/angle_gaussian.cpp,198,198
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/angle_gaussian.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/angle_mwlc.cpp,174,151
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/angle_mwlc.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/angle_quartic.cpp,181,155
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/angle_quartic.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/bond_fene_nm.cpp,148,128
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/bond_fene_nm.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/bond_gaussian.cpp,193,163
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/bond_gaussian.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/bond_harmonic_restrain.cpp,120,111
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/bond_harmonic_restrain.h,2,2
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/bond_harmonic_shift.cpp,113,104
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/bond_harmonic_shift.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/bond_harmonic_shift_cut.cpp,117,107
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/bond_harmonic_shift_cut.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/bond_nonlinear.cpp,117,107
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/bond_nonlinear.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/dihedral_cosine_shift_exp.cpp,184,181
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/dihedral_cosine_shift_exp.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/dihedral_cosine_squared_restricted.cpp,215,162
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/dihedral_cosine_squared_restricted.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/dihedral_fourier.cpp,225,220
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/dihedral_fourier.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/dihedral_helix.cpp,242,180
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/dihedral_helix.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/dihedral_nharmonic.cpp,213,175
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/dihedral_nharmonic.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/dihedral_quadratic.cpp,240,175
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/dihedral_quadratic.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/dihedral_spherical.cpp,365,358
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/dihedral_spherical.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/dihedral_table_cut.cpp,321,255
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/dihedral_table_cut.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/improper_cossq.cpp,140,134
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/improper_cossq.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/improper_distance.cpp,130,126
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/improper_distance.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/improper_fourier.cpp,181,174
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/improper_fourier.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/improper_ring.cpp,142,137
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/improper_ring.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/pair_hbond_dreiding_lj_angleoffset.cpp,58,54
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/pair_hbond_dreiding_lj_angleoffset.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/pair_hbond_dreiding_morse_angleoffset.cpp,59,55
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-MOLECULE/pair_hbond_dreiding_morse_angleoffset.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_beck.cpp,198,196
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_beck.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_born_coul_dsf.cpp,291,249
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_born_coul_dsf.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_born_coul_wolf.cpp,293,249
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_born_coul_wolf.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_born_gauss.cpp,206,201
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_born_gauss.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_buck_mdf.cpp,224,211
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_buck_mdf.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_cosine_squared.cpp,245,224
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_cosine_squared.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_coul_ctip.cpp,334,280
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_coul_ctip.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_coul_cut_global.cpp,11,10
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_coul_cut_global.h,2,2
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_coul_diel.cpp,181,176
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_coul_diel.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_coul_exclude.cpp,140,138
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_coul_exclude.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_coul_slater_cut.cpp,90,90
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_coul_slater_cut.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_coul_slater_long.cpp,171,165
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_coul_slater_long.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_dispersion_d3.cpp,1065,369
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_dispersion_d3.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_e3b.cpp,364,212
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_e3b.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_gauss.cpp,183,182
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_gauss.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_gauss_cut.cpp,206,196
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_gauss_cut.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_harmonic_cut.cpp,166,152
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_harmonic_cut.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lennard_mdf.cpp,225,199
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lennard_mdf.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj96_cut.cpp,419,332
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj96_cut.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_cubic.cpp,189,186
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_cubic.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_cut_coul_debye.cpp,124,117
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_cut_coul_debye.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_cut_coul_dsf.cpp,272,223
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_cut_coul_dsf.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_cut_coul_wolf.cpp,253,229
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_cut_coul_wolf.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_cut_sphere.cpp,192,173
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_cut_sphere.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_expand_coul_long.cpp,628,513
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_expand_coul_long.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_expand_sphere.cpp,218,196
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_expand_sphere.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_gromacs.cpp,258,248
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_gromacs.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_gromacs_coul_gromacs.cpp,298,274
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_gromacs_coul_gromacs.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_mdf.cpp,224,211
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_mdf.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_pirani.cpp,513,435
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_pirani.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_relres.cpp,510,404
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_relres.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_smooth.cpp,270,245
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_smooth.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_smooth_linear.cpp,205,189
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_lj_smooth_linear.h,2,2
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_mie_cut.cpp,428,349
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_mie_cut.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_momb.cpp,212,207
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_momb.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_morse_smooth_linear.cpp,194,192
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_morse_smooth_linear.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_nm_cut.cpp,250,221
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_nm_cut.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_nm_cut_coul_cut.cpp,311,268
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_nm_cut_coul_cut.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_nm_cut_coul_long.cpp,338,300
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_nm_cut_coul_long.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_nm_cut_split.cpp,75,71
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_nm_cut_split.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_pedone.cpp,213,150
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_pedone.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_ufm.cpp,193,190
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_ufm.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_wf_cut.cpp,208,201
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/EXTRA-PAIR/pair_wf_cut.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/compute_fep.cpp,346,0
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/compute_fep.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/compute_fep_ta.cpp,281,0
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/compute_fep_ta.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/fix_adapt_fep.cpp,324,0
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/fix_adapt_fep.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/pair_coul_cut_soft.cpp,188,144
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/pair_coul_cut_soft.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/pair_coul_long_soft.cpp,195,166
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/pair_coul_long_soft.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/pair_lj_charmm_coul_long_soft.cpp,623,509
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/pair_lj_charmm_coul_long_soft.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/pair_lj_class2_coul_cut_soft.cpp,308,281
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/pair_lj_class2_coul_cut_soft.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/pair_lj_class2_coul_long_soft.cpp,317,288
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/pair_lj_class2_coul_long_soft.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/pair_lj_class2_soft.cpp,244,224
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/pair_lj_class2_soft.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/pair_lj_cut_coul_cut_soft.cpp,306,277
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/pair_lj_cut_coul_cut_soft.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/pair_lj_cut_coul_long_soft.cpp,563,456
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/pair_lj_cut_coul_long_soft.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/pair_lj_cut_soft.cpp,436,354
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/pair_lj_cut_soft.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/pair_lj_cut_tip4p_long_soft.cpp,354,331
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/pair_lj_cut_tip4p_long_soft.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/pair_morse_soft.cpp,241,207
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/pair_morse_soft.h,3,3
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/pair_tip4p_long_soft.cpp,302,281
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/FEP/pair_tip4p_long_soft.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/GPU/fix_gpu.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/GPU/fix_npt_gpu.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/GPU/fix_nve_asphere_gpu.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/GPU/fix_nve_gpu.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/GPU/fix_nvt_gpu.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/GPU/pair_amoeba_gpu.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/GPU/pair_beck_gpu.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/GPU/pair_born_coul_long_cs_gpu.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/GPU/pair_born_coul_long_gpu.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/GPU/pair_born_coul_wolf_cs_gpu.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/GPU/pair_born_coul_wolf_gpu.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/GPU/pair_born_gpu.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/GPU/pair_buck_coul_cut_gpu.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/GPU/pair_buck_coul_long_gpu.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/GPU/pair_buck_gpu.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/GPU/pair_colloid_gpu.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/GPU/pair_coul_cut_gpu.h,1,1
/scratch/projects/anklesan/energy_aware_testing/GithubLammps/lammps/src/GPU/pair_coul_debye_gpu.h,1,1
