run_id,pr_number,changed_lines_mapped,coverable_changed_lines,max_change_cov,pareto_points,status,energy_j_at_80pct,suite_size_at_80pct,energy_j_at_90pct,suite_size_at_90pct,energy_j_at_95pct,suite_size_at_95pct
20115724157,4805,10,10,1.0,1,ok,24302.743,156.0,24302.743,156.0,24302.743,156.0
20113993054,4805,10,10,1.0,1,ok,24302.743,156.0,24302.743,156.0,24302.743,156.0
20112348005,4805,10,10,1.0,1,ok,24302.743,156.0,24302.743,156.0,24302.743,156.0
20108681550,4805,10,10,1.0,1,ok,24302.743,156.0,24302.743,156.0,24302.743,156.0
20108008806,4789,178,178,1.0,2,ok,24617.725,174.0,24617.725,174.0,24617.725,174.0
20105555840,4789,178,178,1.0,2,ok,24617.725,174.0,24617.725,174.0,24617.725,174.0
20101180540,4789,178,178,1.0,2,ok,24617.725,174.0,24617.725,174.0,24617.725,174.0
20096818422,4779,8,8,1.0,1,ok,28551.332,163.0,28551.332,163.0,28551.332,163.0
20096541647,4805,10,10,1.0,1,ok,24302.743,156.0,24302.743,156.0,24302.743,156.0
20086124292,4805,10,10,1.0,1,ok,24302.743,156.0,24302.743,156.0,24302.743,156.0
20083088236,4805,10,10,1.0,1,ok,24302.743,156.0,24302.743,156.0,24302.743,156.0
20079448519,4800,43,43,1.0,1,ok,30378.201,196.0,30378.201,196.0,30378.201,196.0
20072137035,4800,43,43,1.0,1,ok,30378.201,196.0,30378.201,196.0,30378.201,196.0
20068399094,4779,8,8,1.0,1,ok,28551.332,163.0,28551.332,163.0,28551.332,163.0
20068392273,4800,43,43,1.0,1,ok,30378.201,196.0,30378.201,196.0,30378.201,196.0
20067826273,4789,178,178,1.0,2,ok,24617.725,174.0,24617.725,174.0,24617.725,174.0
20053007984,4779,8,8,1.0,1,ok,28551.332,163.0,28551.332,163.0,28551.332,163.0
20046677145,4779,8,8,1.0,1,ok,28551.332,163.0,28551.332,163.0,28551.332,163.0
20046654863,4800,43,43,1.0,1,ok,30378.201,196.0,30378.201,196.0,30378.201,196.0
20016352659,4800,43,43,1.0,1,ok,30378.201,196.0,30378.201,196.0,30378.201,196.0
20009911083,4800,43,43,1.0,1,ok,30378.201,196.0,30378.201,196.0,30378.201,196.0
20008925494,3764,97,97,1.0,1,ok,25570.52,177.0,25570.52,177.0,25570.52,177.0
20008238894,3764,97,97,1.0,1,ok,25570.52,177.0,25570.52,177.0,25570.52,177.0
19995486174,4800,43,43,1.0,1,ok,30378.201,196.0,30378.201,196.0,30378.201,196.0
19992523114,4800,43,43,1.0,1,ok,30378.201,196.0,30378.201,196.0,30378.201,196.0
19979721653,4796,23,23,1.0,1,ok,26542.459000000003,170.0,26542.459000000003,170.0,26542.459000000003,170.0
19978563327,4779,8,8,1.0,1,ok,28551.332,163.0,28551.332,163.0,28551.332,163.0
19978147220,4800,43,43,1.0,1,ok,30378.201,196.0,30378.201,196.0,30378.201,196.0
