run_id,pr_number,energy_j,change_cov,suite_size
16072510241,4649,43190.320999999996,0.9056603773584906,235
16072510241,4649,43525.878,0.9132075471698113,231
16072510241,4649,43732.892,0.9320754716981132,231
16072510241,4649,44140.08,0.939622641509434,237
16072510241,4649,44168.753,0.9433962264150944,237
16072510241,4649,44503.019,0.9471698113207547,231
16072510241,4649,44710.349,0.9509433962264151,231
16072510241,4649,45523.3,0.9547169811320755,235
16072510241,4649,46509.562999999995,0.9584905660377359,242
16072510241,4649,47132.098,0.9622641509433962,242
16072510241,4649,48295.17599999999,0.9660377358490566,239
16072510241,4649,48899.417,0.9735849056603774,252
16072510241,4649,49106.109000000004,0.9811320754716981,246
