run_id,pr_number,energy_j,change_cov,suite_size
13835973640,4456,45613.398,0.8708971553610503,231
13835973640,4456,46965.202,0.8796498905908097,232
13835973640,4456,47382.922,0.8905908096280087,235
13835973640,4456,48614.094,0.8927789934354485,241
13835973640,4456,48678.51000000001,0.8949671772428884,237
13835973640,4456,49188.306,0.9037199124726477,237
13835973640,4456,50941.363,0.9080962800875274,242
13835973640,4456,51513.898,0.9102844638949672,248
13835973640,4456,52215.33,0.912472647702407,243
13835973640,4456,53291.490999999995,0.9146608315098468,249
13835973640,4456,53397.163,0.9190371991247265,259
13835973640,4456,54483.327000000005,0.9212253829321663,250
13835973640,4456,54951.816000000006,0.925601750547046,252
13835973640,4456,56651.217000000004,0.9321663019693655,262
13835973640,4456,60046.767,0.9387308533916849,272
13835973640,4456,63051.947,0.9431072210065645,273
13835973640,4456,65436.459,0.9452954048140044,280
13835973640,4456,66868.759,0.9474835886214442,284
13835973640,4456,67396.05,0.949671772428884,286
