run_id,pr_number,energy_j,change_cov,suite_size
15960363976,4634,42897.556000000004,0.8591065292096219,236
15960363976,4634,42968.644,0.8900343642611683,238
15960363976,4634,43059.51700000001,0.9140893470790378,233
15960363976,4634,43981.33,0.9209621993127147,240
15960363976,4634,44530.835999999996,0.9347079037800687,247
15960363976,4634,44635.379,0.9415807560137457,245
15960363976,4634,44644.05,0.9450171821305842,248
15960363976,4634,45845.863,0.9484536082474226,247
15960363976,4634,45857.844999999994,0.9553264604810997,252
15960363976,4634,46254.205,0.9587628865979382,250
15960363976,4634,48816.198,0.9621993127147767,246
15960363976,4634,49082.257,0.9656357388316151,250
15960363976,4634,49181.991,0.9725085910652921,256
15960363976,4634,49822.373,0.979381443298969,255
15960363976,4634,53879.898,0.9828178694158075,267
15960363976,4634,54254.306000000004,0.9862542955326461,255
15960363976,4634,58437.537,0.9896907216494846,269
15960363976,4634,59795.579,0.993127147766323,270
