run_id,pr_number,energy_j,change_cov,suite_size
15370597168,4610,18742.253,0.7835820895522388,92
15370597168,4610,18910.359,0.8134328358208955,94
15370597168,4610,19392.12,0.8283582089552238,94
15370597168,4610,19697.962,0.835820895522388,95
15370597168,4610,20025.272,0.8432835820895522,95
15370597168,4610,20225.355,0.8507462686567164,96
15370597168,4610,20744.681,0.8656716417910447,96
15370597168,4610,21266.218,0.8805970149253731,96
15370597168,4610,22020.325,0.8955223880597015,98
15370597168,4610,22678.271,0.9104477611940298,99
15370597168,4610,23549.358,0.9253731343283582,100
15370597168,4610,24376.1,0.9402985074626866,101
15370597168,4610,25058.883,0.9552238805970149,101
15370597168,4610,26197.951,0.9701492537313433,104
15370597168,4610,27117.447,0.9850746268656716,105
15370597168,4610,28174.220999999998,1.0,106
