run_id,pr_number,energy_j,change_cov,suite_size
13080661297,4456,164000000005199.25,0.8971553610503282,203
13080661297,4456,164000000005534.3,0.9080962800875274,205
13080661297,4456,167000000005841.44,0.9168490153172867,210
13080661297,4456,170000000005488.6,0.9190371991247265,210
13080661297,4456,172000000005308.62,0.9212253829321663,214
13080661297,4456,173000000005674.6,0.9234135667396062,216
13080661297,4456,175000000005712.75,0.9277899343544858,217
13080661297,4456,177000000005850.06,0.9299781181619255,219
13080661297,4456,178000000006059.8,0.9321663019693655,224
13080661297,4456,179000000005683.25,0.9343544857768052,222
13080661297,4456,180000000005699.6,0.936542669584245,223
13080661297,4456,183000000005448.7,0.9409190371991247,223
13080661297,4456,191000000005830.06,0.9431072210065645,235
13080661297,4456,194000000005784.3,0.949671772428884,236
13080661297,4456,199000000006309.7,0.9518599562363238,246
13080661297,4456,203000000005886.7,0.9562363238512035,247
13080661297,4456,211000000005780.0,0.9584245076586433,256
