run_id,pr_number,energy_j,change_cov,time_s,suite_size,energy_to_80cov_J,energy_to_90cov_J,energy_to_95cov_J,energy_to_100cov_J
12835431947,4409,43.198,0.0,5.960618,1,,,,
12835431947,4409,43.198,0.0,5.960618,1,,,,
12835431947,4409,43.198,0.0,5.960618,1,,,,
12835431947,4409,43.198,0.0,5.960618,1,,,,
12835431947,4409,43.198,0.0,5.960618,1,,,,
12835431947,4409,43.198,0.0,5.960618,1,,,,
12835431947,4409,43.198,0.0,5.960618,1,,,,
12835431947,4409,45.721,0.0,5.870886,1,,,,
12835431947,4409,45.721,0.0,5.870886,1,,,,
12835431947,4409,45.721,0.0,5.870886,1,,,,
12835431947,4409,45.721,0.0,5.870886,1,,,,
12835431947,4409,45.721,0.0,5.870886,1,,,,
12835431947,4409,45.721,0.0,5.870886,1,,,,
12835431947,4409,45.721,0.0,5.870886,1,,,,
12835431947,4409,45.721,0.0,5.870886,1,,,,
12835431947,4409,45.721,0.0,5.870886,1,,,,
12835431947,4409,45.721,0.0,5.870886,1,,,,
12835431947,4409,108.448,0.5,6.651767,1,,,,
12835431947,4409,108.522,0.5,6.630892,1,,,,
12835431947,4409,108.522,0.5,6.630892,1,,,,
12835431947,4409,108.522,0.5,6.630892,1,,,,
12835431947,4409,108.522,0.5,6.630892,1,,,,
12835431947,4409,108.522,0.5,6.630892,1,,,,
12835431947,4409,108.522,0.5,6.630892,1,,,,
12835431947,4409,108.522,0.5,6.630892,1,,,,
12835431947,4409,108.522,0.5,6.630892,1,,,,
12835431947,4409,108.522,0.5,6.630892,1,,,,
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
12835431947,4409,120.406,1.0,6.845494,1,120.406,120.406,120.406,120.406
