idx,scheduled_tests,executed_tests,tar_path,ccache_stats_path
6,96,92,/nfs/stak/users/anklesan/hpc-share/lammps/energy_results/full_regression/full-regression-test-6.tar,/nfs/stak/users/anklesan/hpc-share/lammps/energy_results/full_regression/ccache-6.txt
