label,start_iso,end_iso,wall_s,energy_uj,energy_j,energy_kwh,rc
build_idx_7,2026-01-13T00:13:39Z,2026-01-13T00:16:26Z,167,-232505007630,-232505,-64.5847,0
analyze_idx_7,2026-01-13T00:16:26Z,2026-01-13T00:16:30Z,4,384177178,384.177,0.106716,0
run_idx_7,2026-01-13T00:16:30Z,2026-01-13T00:16:31Z,1,76865282,76.8653,0.0213515,1
build_idx_7,2026-01-13T00:35:20Z,2026-01-13T00:35:22Z,2,150945231,150.945,0.0419292,0
analyze_idx_7,2026-01-13T00:35:22Z,2026-01-13T00:35:26Z,4,274445221,274.445,0.0762348,0
