label,start_iso,end_iso,wall_s,energy_uj,energy_j,energy_kwh,rc
build_idx_3,2026-01-13T00:14:00Z,2026-01-13T00:17:48Z,228,23028959968,23029,6.39693,0
analyze_idx_3,2026-01-13T00:17:48Z,2026-01-13T00:17:57Z,9,423755690,423.756,0.11771,0
run_idx_3,2026-01-13T00:17:58Z,2026-01-13T00:17:59Z,1,73689020,73.689,0.0204692,1
build_idx_3,2026-01-13T00:34:49Z,2026-01-13T00:34:51Z,2,148518602,148.519,0.0412552,0
analyze_idx_3,2026-01-13T00:34:51Z,2026-01-13T00:34:56Z,5,268366745,268.367,0.0745463,0
