idx,scheduled_tests,executed_tests,tar_path,ccache_stats_path
5,96,96,/nfs/stak/users/anklesan/hpc-share/lammps/energy_results/full_regression/full-regression-test-5.tar,/nfs/stak/users/anklesan/hpc-share/lammps/energy_results/full_regression/ccache-5.txt
