label,start_iso,end_iso,wall_s,energy_uj,energy_j,energy_kwh,rc
build_idx_2,2026-01-13T00:14:01Z,2026-01-13T00:17:42Z,221,22267046084,22267,6.18529,0
analyze_idx_2,2026-01-13T00:17:42Z,2026-01-13T00:17:52Z,10,439191868,439.192,0.121998,0
run_idx_2,2026-01-13T00:17:52Z,2026-01-13T00:17:53Z,1,75316763,75.3168,0.0209213,1
build_idx_2,2026-01-13T00:34:59Z,2026-01-13T00:35:02Z,3,169615044,169.615,0.0471153,0
analyze_idx_2,2026-01-13T00:35:03Z,2026-01-13T00:35:12Z,9,431976433,431.976,0.119993,0
